id,config_file_path,strategy,market,symbol,base_asset,quote_asset,timestamp,order_id,trade_type,order_type,price,amount,trade_fee,exchange_trade_id
1,conf1_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589761985306,buy://ETHTUSD/f0f2c11e2f6ab9e29e6ea01482,BUY,LIMIT,208.1866,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
2,conf1_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589764041001,sell://ETHTUSD/2768e4fb78471f44af4c82fac0,SELL,LIMIT,209.1539,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
3,conf1_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589764230001,sell://ETHTUSD/a9b0d5de6f57ef0d25a31579d6,SELL,LIMIT,210.4152,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
4,conf1_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589764364003,sell://ETHTUSD/8ff74c15800f0d06c374c5c6e1,SELL,LIMIT,211.7916,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
5,conf1_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589764484002,sell://ETHTUSD/e0a8184a44fd4b6f0f91f243ea,SELL,LIMIT,212.6775,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
6,conf1_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589764555881,buy://ETHTUSD/8dad0c7f39ce7c05dc7c23d522,BUY,LIMIT,213.0068,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
7,conf1_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589764707001,sell://ETHTUSD/bcbfab8681e2ca1a65b7cb1b16,SELL,LIMIT,213.5984,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
8,conf1_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589764783327,buy://ETHTUSD/988c386ba65c019ed2bc4c5c16,BUY,LIMIT,213.9358,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
9,conf1_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589764965001,buy://ETHTUSD/af55be7dd6f6553af191c2cde0,BUY,LIMIT,214.0657,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
10,conf1_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589765053001,sell://ETHTUSD/5c0d26d981c9dd2a0be07ca446,SELL,LIMIT,214.214,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
11,conf1_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589765130001,buy://ETHTUSD/4c9bfd680949a8354bd4af718c,BUY,LIMIT,213.8509,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
12,conf1_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589765495002,buy://ETHTUSD/b07f00bb5f80cf12029d98da35,BUY,LIMIT,213.816,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
13,conf1_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589765612073,buy://ETHTUSD/b9a248b5451037d392ad5475a4,BUY,LIMIT,213.1117,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
14,conf1_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589766180001,buy://ETHTUSD/6fe271057b9c5671d0f858e573,BUY,LIMIT,213.8359,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
15,conf1_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589766422001,sell://ETHTUSD/ef52aaf7582d92313b1e77f6e7,SELL,LIMIT,214.0388,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
16,conf1_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589766598002,sell://ETHTUSD/7c58633cb02ce730187bbdb2d1,SELL,LIMIT,214.7696,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
17,conf1_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589767337002,sell://ETHTUSD/c8fd937b5091db28be27b54b07,SELL,LIMIT,214.3441,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
18,conf1_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589767820001,sell://ETHTUSD/d15600a35adf7d8bc53d157fe9,SELL,LIMIT,215.22,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
19,conf1_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589768056129,buy://ETHTUSD/4be8ec1cdc3845b19304be0f7f,BUY,LIMIT,214.4803,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
20,conf1_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589768326068,buy://ETHTUSD/1c38ea76fb15fd649ccd36140d,BUY,LIMIT,213.5812,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
21,conf1_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589768407001,sell://ETHTUSD/e5fa743679f327473d187cacd6,SELL,LIMIT,213.9237,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
22,conf1_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589768558001,sell://ETHTUSD/7c3f19019bdf63421b3fb3658c,SELL,LIMIT,213.7535,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
23,conf1_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589768764076,buy://ETHTUSD/336d8355ba43cd0b3fc49fae8e,BUY,LIMIT,213.2865,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
24,conf1_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589770156002,sell://ETHTUSD/5c744b0c4a0dc187a6c5b72a66,SELL,LIMIT,214.4793,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
25,conf1_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589770640351,buy://ETHTUSD/6e39c15244d10c46e04ff5d68d,BUY,LIMIT,214.5253,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
26,conf1_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589771545001,sell://ETHTUSD/d72fb73d62c1254d545600f177,SELL,LIMIT,215.6554,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
27,conf1_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589771612137,buy://ETHTUSD/2a5d2c57a04d02d2eab4fc9c0c,BUY,LIMIT,215.829,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
28,conf1_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589772220390,buy://ETHTUSD/2794e3c74894ef63f5341472d9,BUY,LIMIT,214.6002,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
29,conf1_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589772697446,buy://ETHTUSD/b63032a15163834796e5d3c807,BUY,LIMIT,214.3804,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
30,conf1_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589773429001,sell://ETHTUSD/3f95f2108cfab98619f7c0d135,SELL,LIMIT,214.3391,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
31,conf1_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589773950001,sell://ETHTUSD/965cba7765886155174b8f3253,SELL,LIMIT,214.8146,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
32,conf1_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589774625001,sell://ETHTUSD/f1e58fea3ad643bfe68d8275aa,SELL,LIMIT,214.7746,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
33,conf1_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589775005759,buy://ETHTUSD/6079542dcce5df2423537487d4,BUY,LIMIT,215.764,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
34,conf1_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589775658957,buy://ETHTUSD/dba730114d5e2cc662254637ed,BUY,LIMIT,215.8739,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
35,conf1_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589775950001,buy://ETHTUSD/9c40b44ac7af4639416dc36ab3,BUY,LIMIT,216.4783,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
36,conf1_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589777942688,buy://ETHTUSD/1b5f877c977d82742e9f253bd9,BUY,LIMIT,216.7031,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
37,conf1_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589780687936,buy://ETHTUSD/8bdc22dc13c108100a9d1f9b39,BUY,LIMIT,216.5482,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
38,conf1_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589781136857,buy://ETHTUSD/405888c78b263e49b87fd5c54d,BUY,LIMIT,215.5392,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
39,conf1_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589782181656,buy://ETHTUSD/018262045d74c026c269d8d9ff,BUY,LIMIT,215.2645,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
40,conf1_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589782243831,buy://ETHTUSD/d95e87477116523d00da976a62,BUY,LIMIT,213.811,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
41,conf1_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589782326001,sell://ETHTUSD/1bb7a4aa454112c354ff00c717,SELL,LIMIT,213.8887,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
