id,config_file_path,strategy,market,symbol,base_asset,quote_asset,timestamp,order_id,trade_type,order_type,price,amount,trade_fee,exchange_trade_id
178,conf_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589803770002,sell://ETHTUSD/a189d7eea9a9a599f17af58fba,SELL,LIMIT,210.9954,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
179,conf_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589804030701,buy://ETHTUSD/af318055edd7cbfab28da07445,BUY,LIMIT,211.0894,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
180,conf_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589804662610,buy://ETHTUSD/2281d20a3e90953dd335887706,BUY,LIMIT,211.0894,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
181,conf_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589804922002,buy://ETHTUSD/a82c94eae7fcd706a5035dac74,BUY,LIMIT,211.1844,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
182,conf_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589805001362,buy://ETHTUSD/d1d791d98b6368aede3577e788,BUY,LIMIT,210.8595,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
183,conf_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589805078775,buy://ETHTUSD/192310d85fd350d746b87399e5,BUY,LIMIT,210.4597,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
184,conf_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589806186576,buy://ETHTUSD/d918fd0db89fa3d4a01a1517f4,BUY,LIMIT,211.7691,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
185,conf_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589806399001,sell://ETHTUSD/c42cf6508b8ed1c5d00d70a5da,SELL,LIMIT,212.041,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
186,conf_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589806719230,buy://ETHTUSD/93cbcf7d8b121afce4985e7d99,BUY,LIMIT,212.0339,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
187,conf_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589807884003,sell://ETHTUSD/884db3b36d54c0f8a197f65cc3,SELL,LIMIT,212.4662,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
188,conf_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589808001435,buy://ETHTUSD/c235b4c731763f74b15e8b5557,BUY,LIMIT,212.5237,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
