,index,Date(UTC),Market,Type,Price,Amount,Total,Fee,Fee Coin
291,765,2020-05-30 16:23:23,ETHTUSD,BUY,242.8719,0.1,24.287190000000002,0.024287190000000004,TUSD
292,764,2020-05-30 16:22:17,ETHTUSD,BUY,243.796,0.1,24.3796,0.0243796,TUSD
293,763,2020-05-30 16:14:46,ETHTUSD,SELL,244.8896,0.1,24.488960000000002,0.024488960000000004,TUSD
294,762,2020-05-30 16:07:48,ETHTUSD,BUY,244.4553,0.1,24.44553,0.024445530000000004,TUSD
295,761,2020-05-30 16:02:53,ETHTUSD,BUY,244.2855,0.1,24.42855,0.02442855,TUSD
296,760,2020-05-30 16:01:14,ETHTUSD,BUY,244.9898,0.1,24.498980000000003,0.024498980000000004,TUSD
297,759,2020-05-30 16:00:04,ETHTUSD,SELL,245.9757,0.1,24.59757,0.024597570000000003,TUSD
298,758,2020-05-30 15:58:36,ETHTUSD,SELL,245.23,0.1,24.523,0.024523,TUSD
299,757,2020-05-30 15:57:19,ETHTUSD,BUY,244.9498,0.1,24.49498,0.024494980000000003,TUSD
300,756,2020-05-30 15:54:52,ETHTUSD,SELL,244.9047,0.1,24.490470000000002,0.024490470000000004,TUSD
301,755,2020-05-30 15:47:46,ETHTUSD,BUY,245.0097,0.1,24.500970000000002,0.024500970000000004,TUSD
302,754,2020-05-30 15:46:35,ETHTUSD,SELL,244.8396,0.1,24.48396,0.02448396,TUSD
303,753,2020-05-30 15:45:25,ETHTUSD,BUY,246.6981,0.1,24.669810000000002,0.024669810000000004,TUSD
304,752,2020-05-30 15:44:10,ETHTUSD,SELL,245.8306,0.1,24.583060000000003,0.024583060000000004,TUSD
305,751,2020-05-30 15:42:56,ETHTUSD,SELL,244.209,0.1,24.420900000000003,0.024420900000000002,TUSD
306,750,2020-05-30 15:39:27,ETHTUSD,SELL,243.5483,0.1,24.354830000000003,0.024354830000000004,TUSD
307,749,2020-05-30 15:37:34,ETHTUSD,SELL,243.4732,0.1,24.34732,0.02434732,TUSD
308,748,2020-05-30 15:35:51,ETHTUSD,BUY,243.4413,0.1,24.344130000000003,0.024344130000000005,TUSD
309,747,2020-05-30 15:29:01,ETHTUSD,BUY,243.8409,0.1,24.38409,0.02438409,TUSD
310,746,2020-05-30 15:25:31,ETHTUSD,BUY,244.3454,0.1,24.434540000000002,0.02443454,TUSD
311,745,2020-05-30 15:24:14,ETHTUSD,SELL,243.9537,0.1,24.39537,0.02439537,TUSD
312,744,2020-05-30 15:18:12,ETHTUSD,BUY,242.9668,0.1,24.296680000000002,0.02429668,TUSD
313,743,2020-05-30 15:17:00,ETHTUSD,SELL,243.9887,0.1,24.398870000000002,0.024398870000000003,TUSD
314,742,2020-05-30 15:15:34,ETHTUSD,SELL,242.7375,0.1,24.273750000000003,0.024273750000000004,TUSD
315,741,2020-05-30 15:14:13,ETHTUSD,BUY,241.748,0.1,24.1748,0.024174800000000003,TUSD
316,740,2020-05-30 15:12:50,ETHTUSD,SELL,241.3261,0.1,24.13261,0.02413261,TUSD
317,739,2020-05-30 15:11:08,ETHTUSD,SELL,239.6694,0.1,23.96694,0.023966940000000003,TUSD
318,738,2020-05-30 15:07:18,ETHTUSD,SELL,239.1389,0.1,23.913890000000002,0.023913890000000004,TUSD
319,737,2020-05-30 15:01:12,ETHTUSD,BUY,239.2106,0.1,23.92106,0.02392106,TUSD
320,736,2020-05-30 14:56:21,ETHTUSD,SELL,238.7785,0.1,23.877850000000002,0.023877850000000003,TUSD
321,735,2020-05-30 14:46:10,ETHTUSD,BUY,237.0028,0.1,23.700280000000003,0.023700280000000004,TUSD
322,734,2020-05-30 14:02:24,ETHTUSD,SELL,236.1659,0.1,23.616590000000002,0.023616590000000003,TUSD
323,733,2020-05-30 13:37:50,ETHTUSD,SELL,234.4843,0.1,23.448430000000002,0.023448430000000003,TUSD
324,732,2020-05-30 13:34:52,ETHTUSD,BUY,235.3244,0.1,23.53244,0.02353244,TUSD
325,731,2020-05-30 13:05:47,ETHTUSD,SELL,236.206,0.1,23.6206,0.0236206,TUSD
326,730,2020-05-30 13:04:39,ETHTUSD,BUY,237.0827,0.1,23.70827,0.02370827,TUSD
327,729,2020-05-30 12:04:39,ETHTUSD,BUY,236.5382,0.1,23.65382,0.02365382,TUSD
328,728,2020-05-30 11:46:39,ETHTUSD,BUY,236.72799999999998,0.1,23.6728,0.0236728,TUSD
329,727,2020-05-30 11:45:10,ETHTUSD,BUY,237.1127,0.1,23.71127,0.02371127,TUSD
330,726,2020-05-30 11:23:01,ETHTUSD,BUY,237.6571,0.1,23.765710000000002,0.023765710000000002,TUSD
331,725,2020-05-30 11:15:50,ETHTUSD,SELL,237.5373,0.1,23.75373,0.02375373,TUSD
332,724,2020-05-30 11:14:45,ETHTUSD,SELL,236.5263,0.1,23.652630000000002,0.02365263,TUSD
333,723,2020-05-30 10:29:24,ETHTUSD,BUY,235.5792,0.1,23.55792,0.02355792,TUSD
334,722,2020-05-30 10:07:05,ETHTUSD,BUY,236.1436,0.1,23.61436,0.02361436,TUSD
335,721,2020-05-30 10:00:33,ETHTUSD,BUY,236.0687,0.1,23.60687,0.023606870000000002,TUSD
336,720,2020-05-30 09:52:21,ETHTUSD,BUY,236.6231,0.1,23.66231,0.023662310000000002,TUSD
337,719,2020-05-30 09:22:37,ETHTUSD,BUY,235.9089,0.1,23.59089,0.023590890000000003,TUSD
338,718,2020-05-30 09:15:35,ETHTUSD,SELL,235.3952,0.1,23.53952,0.02353952,TUSD
339,717,2020-05-30 08:51:21,ETHTUSD,BUY,233.9308,0.1,23.39308,0.02339308,TUSD
340,716,2020-05-30 08:39:02,ETHTUSD,BUY,234.3204,0.1,23.43204,0.02343204,TUSD
341,715,2020-05-30 08:27:45,ETHTUSD,BUY,234.1156,0.1,23.41156,0.02341156,TUSD
342,714,2020-05-30 08:26:22,ETHTUSD,BUY,234.6951,0.1,23.46951,0.02346951,TUSD
343,713,2020-05-30 08:07:49,ETHTUSD,BUY,235.1846,0.1,23.51846,0.02351846,TUSD
344,712,2020-05-30 08:03:52,ETHTUSD,BUY,235.5392,0.1,23.55392,0.023553920000000002,TUSD
345,711,2020-05-30 08:02:44,ETHTUSD,BUY,236.5982,0.1,23.65982,0.02365982,TUSD
346,710,2020-05-30 08:01:21,ETHTUSD,BUY,237.0527,0.1,23.70527,0.02370527,TUSD
347,709,2020-05-30 07:33:39,ETHTUSD,BUY,237.8369,0.1,23.783690000000004,0.023783690000000003,TUSD
348,708,2020-05-30 07:30:30,ETHTUSD,SELL,237.7425,0.1,23.774250000000002,0.023774250000000004,TUSD
349,707,2020-05-30 07:07:34,ETHTUSD,SELL,236.5213,0.1,23.65213,0.02365213,TUSD
350,706,2020-05-30 06:02:39,ETHTUSD,BUY,235.9388,0.1,23.59388,0.023593879999999998,TUSD
351,705,2020-05-30 06:00:15,ETHTUSD,BUY,236.4233,0.1,23.64233,0.023642330000000003,TUSD
352,704,2020-05-30 05:20:48,ETHTUSD,BUY,234.8599,0.1,23.48599,0.02348599,TUSD
353,703,2020-05-30 05:18:21,ETHTUSD,SELL,235.7055,0.1,23.57055,0.023570550000000003,TUSD
354,702,2020-05-30 05:08:39,ETHTUSD,BUY,236.3734,0.1,23.637340000000002,0.023637340000000003,TUSD
355,701,2020-05-30 05:02:03,ETHTUSD,BUY,236.6881,0.1,23.66881,0.023668810000000002,TUSD
356,700,2020-05-30 05:00:41,ETHTUSD,SELL,236.9467,0.1,23.694670000000002,0.02369467,TUSD
357,699,2020-05-30 04:59:24,ETHTUSD,SELL,236.7465,0.1,23.67465,0.023674650000000002,TUSD
358,698,2020-05-30 04:41:02,ETHTUSD,SELL,235.8106,0.1,23.58106,0.02358106,TUSD
359,697,2020-05-30 04:35:30,ETHTUSD,BUY,235.4893,0.1,23.54893,0.02354893,TUSD
360,696,2020-05-30 04:34:24,ETHTUSD,BUY,235.9988,0.1,23.59988,0.02359988,TUSD
361,695,2020-05-30 04:33:07,ETHTUSD,BUY,236.5782,0.1,23.65782,0.023657820000000003,TUSD
362,694,2020-05-30 04:31:22,ETHTUSD,BUY,237.4573,0.1,23.745730000000002,0.023745730000000003,TUSD
363,693,2020-05-30 04:29:28,ETHTUSD,SELL,237.1869,0.1,23.718690000000002,0.023718690000000004,TUSD
364,692,2020-05-30 04:24:32,ETHTUSD,BUY,236.8529,0.1,23.685290000000002,0.02368529,TUSD
365,691,2020-05-30 04:15:21,ETHTUSD,BUY,236.753,0.1,23.6753,0.0236753,TUSD
366,690,2020-05-30 04:14:11,ETHTUSD,SELL,236.9868,0.1,23.69868,0.02369868,TUSD
367,689,2020-05-30 04:12:59,ETHTUSD,BUY,237.7121,0.1,23.77121,0.02377121,TUSD
368,688,2020-05-30 04:10:52,ETHTUSD,SELL,236.6614,0.1,23.66614,0.02366614,TUSD
369,687,2020-05-30 04:09:41,ETHTUSD,SELL,236.0758,0.1,23.60758,0.02360758,TUSD
370,686,2020-05-30 04:06:46,ETHTUSD,SELL,235.28,0.1,23.528000000000002,0.023528000000000004,TUSD
371,685,2020-05-30 03:58:46,ETHTUSD,SELL,234.4392,0.1,23.443920000000002,0.023443920000000004,TUSD
372,684,2020-05-30 03:53:39,ETHTUSD,SELL,234.4142,0.1,23.44142,0.02344142,TUSD
373,683,2020-05-30 03:44:56,ETHTUSD,BUY,233.0018,0.1,23.30018,0.02330018,TUSD
374,682,2020-05-30 02:37:45,ETHTUSD,BUY,232.1376,0.1,23.21376,0.02321376,TUSD
375,681,2020-05-30 02:11:03,ETHTUSD,SELL,231.7115,0.1,23.17115,0.02317115,TUSD
376,680,2020-05-30 02:08:35,ETHTUSD,BUY,231.6731,0.1,23.16731,0.02316731,TUSD
377,679,2020-05-30 02:05:51,ETHTUSD,BUY,231.808,0.1,23.1808,0.0231808,TUSD
378,678,2020-05-30 01:50:39,ETHTUSD,BUY,232.812,0.1,23.281200000000002,0.023281200000000002,TUSD
379,677,2020-05-30 01:34:49,ETHTUSD,BUY,233.2116,0.1,23.321160000000003,0.023321160000000004,TUSD
380,676,2020-05-30 01:28:51,ETHTUSD,BUY,233.5712,0.1,23.357120000000002,0.023357120000000002,TUSD
381,675,2020-05-30 01:26:59,ETHTUSD,SELL,234.0588,0.1,23.40588,0.02340588,TUSD
382,674,2020-05-30 01:24:02,ETHTUSD,SELL,233.253,0.1,23.3253,0.0233253,TUSD
383,673,2020-05-30 00:58:27,ETHTUSD,BUY,232.3474,0.1,23.234740000000002,0.023234740000000004,TUSD
384,672,2020-05-30 00:38:51,ETHTUSD,BUY,232.3974,0.1,23.23974,0.023239740000000002,TUSD
385,671,2020-05-30 00:30:13,ETHTUSD,SELL,232.8676,0.1,23.28676,0.02328676,TUSD
386,670,2020-05-30 00:27:41,ETHTUSD,SELL,232.4072,0.1,23.24072,0.02324072,TUSD
387,669,2020-05-30 00:04:10,ETHTUSD,BUY,232.0377,0.1,23.203770000000002,0.023203770000000002,TUSD
388,668,2020-05-30 00:02:33,ETHTUSD,BUY,232.4024,0.1,23.24024,0.02324024,TUSD
389,667,2020-05-29 23:53:41,ETHTUSD,SELL,233.4432,0.1,23.34432,0.023344320000000002,TUSD
390,666,2020-05-29 23:50:51,ETHTUSD,SELL,232.9427,0.1,23.29427,0.023294270000000002,TUSD
391,665,2020-05-29 23:47:38,ETHTUSD,SELL,232.207,0.1,23.2207,0.0232207,TUSD
392,664,2020-05-29 23:46:16,ETHTUSD,BUY,232.2026,0.1,23.22026,0.02322026,TUSD
393,663,2020-05-29 23:40:52,ETHTUSD,SELL,232.1569,0.1,23.215690000000002,0.023215690000000004,TUSD
394,662,2020-05-29 23:36:35,ETHTUSD,BUY,231.6032,0.1,23.16032,0.023160319999999998,TUSD
395,661,2020-05-29 23:32:43,ETHTUSD,SELL,231.8166,0.1,23.18166,0.02318166,TUSD
396,660,2020-05-29 23:28:17,ETHTUSD,SELL,230.9007,0.1,23.09007,0.02309007,TUSD
397,659,2020-05-29 23:23:12,ETHTUSD,BUY,230.8489,0.1,23.08489,0.02308489,TUSD
398,658,2020-05-29 23:22:02,ETHTUSD,SELL,231.0658,0.1,23.10658,0.02310658,TUSD
399,657,2020-05-29 23:20:20,ETHTUSD,SELL,230.8656,0.1,23.086560000000002,0.023086560000000002,TUSD
400,656,2020-05-29 23:17:18,ETHTUSD,BUY,230.2945,0.1,23.02945,0.02302945,TUSD
401,655,2020-05-29 23:11:29,ETHTUSD,BUY,230.8289,0.1,23.082890000000003,0.023082890000000002,TUSD
402,654,2020-05-29 23:07:14,ETHTUSD,BUY,231.6331,0.1,23.163310000000003,0.023163310000000003,TUSD
403,653,2020-05-29 23:03:13,ETHTUSD,BUY,231.3684,0.1,23.136840000000003,0.023136840000000002,TUSD
404,652,2020-05-29 23:00:52,ETHTUSD,BUY,231.748,0.1,23.1748,0.023174800000000002,TUSD
405,651,2020-05-29 22:59:33,ETHTUSD,SELL,230.7655,0.1,23.07655,0.02307655,TUSD
406,650,2020-05-29 22:52:59,ETHTUSD,BUY,230.1047,0.1,23.01047,0.02301047,TUSD
407,649,2020-05-29 22:51:41,ETHTUSD,SELL,230.1349,0.1,23.01349,0.02301349,TUSD
408,648,2020-05-29 22:46:17,ETHTUSD,SELL,228.8636,0.1,22.88636,0.02288636,TUSD
409,647,2020-05-29 22:40:09,ETHTUSD,BUY,228.8459,0.1,22.884590000000003,0.022884590000000003,TUSD
410,646,2020-05-29 22:36:53,ETHTUSD,SELL,228.8436,0.1,22.88436,0.022884360000000003,TUSD
411,645,2020-05-29 22:00:22,ETHTUSD,SELL,228.1029,0.1,22.810290000000002,0.022810290000000004,TUSD
412,644,2020-05-29 21:52:17,ETHTUSD,BUY,227.5223,0.1,22.75223,0.022752230000000002,TUSD
413,643,2020-05-29 21:46:23,ETHTUSD,SELL,228.6835,0.1,22.868350000000003,0.022868350000000003,TUSD
414,642,2020-05-29 21:45:07,ETHTUSD,SELL,229.3541,0.1,22.93541,0.02293541,TUSD
415,641,2020-05-29 21:44:01,ETHTUSD,SELL,228.0678,0.1,22.806780000000003,0.022806780000000002,TUSD
416,640,2020-05-29 21:31:22,ETHTUSD,BUY,227.3225,0.1,22.73225,0.022732250000000002,TUSD
417,639,2020-05-29 21:29:07,ETHTUSD,SELL,226.7015,0.1,22.670150000000003,0.022670150000000003,TUSD
418,638,2020-05-29 21:26:06,ETHTUSD,BUY,226.4034,0.1,22.640340000000002,0.022640340000000002,TUSD
419,637,2020-05-29 21:24:34,ETHTUSD,SELL,225.4903,0.1,22.549030000000002,0.02254903,TUSD
420,636,2020-05-29 21:18:45,ETHTUSD,BUY,225.4044,0.1,22.540440000000004,0.022540440000000005,TUSD
421,635,2020-05-29 21:16:00,ETHTUSD,BUY,225.3045,0.1,22.530450000000002,0.022530450000000004,TUSD
422,634,2020-05-29 21:13:10,ETHTUSD,BUY,225.4693,0.1,22.546930000000003,0.022546930000000003,TUSD
423,633,2020-05-29 21:11:48,ETHTUSD,BUY,225.0397,0.1,22.503970000000002,0.02250397,TUSD
424,632,2020-05-29 21:10:32,ETHTUSD,SELL,225.24,0.1,22.524,0.022524000000000002,TUSD
425,631,2020-05-29 21:09:27,ETHTUSD,SELL,224.3942,0.1,22.439420000000002,0.02243942,TUSD
426,630,2020-05-29 21:08:03,ETHTUSD,SELL,224.0288,0.1,22.40288,0.02240288,TUSD
427,629,2020-05-29 21:06:34,ETHTUSD,BUY,223.5013,0.1,22.35013,0.02235013,TUSD
428,628,2020-05-29 21:00:38,ETHTUSD,SELL,222.9727,0.1,22.29727,0.02229727,TUSD
429,627,2020-05-29 20:57:37,ETHTUSD,BUY,222.1926,0.1,22.219260000000002,0.02221926,TUSD
430,626,2020-05-29 17:58:03,ETHTUSD,BUY,219.1057,0.1,21.910570000000003,0.021910570000000004,TUSD
431,625,2020-05-29 17:46:22,ETHTUSD,BUY,219.2156,0.1,21.92156,0.02192156,TUSD
432,624,2020-05-29 17:20:07,ETHTUSD,BUY,219.0757,0.1,21.907570000000003,0.021907570000000005,TUSD
433,623,2020-05-29 17:12:27,ETHTUSD,BUY,219.9498,0.1,21.99498,0.02199498,TUSD
434,622,2020-05-29 17:04:15,ETHTUSD,BUY,220.0647,0.1,22.00647,0.02200647,TUSD
435,621,2020-05-29 17:02:15,ETHTUSD,BUY,220.6142,0.1,22.061420000000002,0.02206142,TUSD
